timestamp,input_id,cpu_raw_before,cpu_ema_before,mem_raw_before,mem_ema_before,temp_before,cpu_raw_after,cpu_ema_after,mem_raw_after,mem_ema_after,temp_after,chosen_action,model_used,predicted_class,label,confidence,latency_ms,ground_truth,reward
1783652086.9298644,0,3.0,3.0,40.8,40.8,54.85,3.6,3.1799999999999997,40.9,40.83,54.85,0,fp32,207,curly-coated retriever,0.6604,7.47,,
1783652090.1959755,1,7.1,4.356,40.9,40.851,54.85,5.6,4.7292,40.9,40.8657,54.85,0,fp32,207,curly-coated retriever,0.6604,7.39,,
1783652093.4624946,2,4.6,4.690439999999999,40.8,40.84598999999999,54.85,5.1,4.813307999999999,40.9,40.86219299999999,54.85,0,fp32,207,curly-coated retriever,0.6604,6.75,,
1783652096.7344055,3,5.6,5.049315599999999,40.8,40.84353509999999,54.85,4.5,4.884520919999999,40.9,40.860474569999994,54.85,0,fp32,207,curly-coated retriever,0.6604,7.44,,
1783652100.0136538,4,3.5,4.469164643999999,41.0,40.90233219899999,54.85,3.6,4.2084152508,41.0,40.93163253929999,54.85,0,fp32,207,curly-coated retriever,0.6604,12.35,,
1783652103.2957199,5,43.2,15.90589067556,41.1,40.98214277750999,54.85,42.9,24.004123472891997,41.1,41.01749994425699,54.85,0,fp32,207,curly-coated retriever,0.6604,22.46,,
1783652106.5849972,6,43.2,29.7628864310244,41.1,41.04224996097989,54.85,42.6,33.61402050171708,41.1,41.05957497268592,54.85,0,fp32,207,curly-coated retriever,0.6604,29.94,,
1783652109.8555443,7,43.9,36.69981435120195,41.1,41.07170248088014,54.85,46.7,39.699870045841365,41.1,41.080191736616094,54.85,1,int8,207,curly-coated retriever,0.6367,17.97,,
1783652113.1397512,8,44.0,40.98990903208895,41.0,41.05613421563126,54.85,42.9,41.562936322462264,41.0,41.03929395094188,54.85,1,int8,207,curly-coated retriever,0.6367,18.46,,
1783652116.4214537,9,42.4,41.81405542572358,40.9,40.99750576565931,54.85,42.6,42.049838798006505,40.9,40.968254035961515,54.85,1,int8,207,curly-coated retriever,0.6367,18.48,,
1783652119.705838,10,52.8,45.27488715860455,41.0,40.97777782517306,54.85,46.0,45.49242101102318,41.0,40.98444447762114,54.85,1,int8,207,curly-coated retriever,0.6367,18.82,,
1783652122.9816694,11,41.0,44.144694707716226,40.4,40.80911113433479,54.85,43.4,43.92128629540136,40.3,40.65637779403435,54.85,1,int8,207,curly-coated retriever,0.6367,18.03,,
