timestamp,cpu,ram,temperature,battery,health_score,model,decision_source,image_path,true_label,label,correct,confidence,latency_ms,decision_time_ms
2026-08-09 17:01:58,0.0,0.0,40.0,100.0,4,fp32,unanimous,datasets/imagenette2-320/val/n03417042/n03417042_5221.JPEG,garbage truck,garbage truck,True,0.7764,28.5,0.012
2026-08-09 17:01:59,0.82,6.58,40.2,68.72,4,fp32,unanimous,datasets/imagenette2-320/val/n03445777/n03445777_490.JPEG,golf ball,golf ball,True,0.8951,18.25,0.067
2026-08-09 17:02:00,1.29,17.11,40.92,68.72,4,fp32,unanimous,datasets/imagenette2-320/val/n02979186/n02979186_5280.JPEG,cassette player,television,False,0.2154,18.62,0.023
2026-08-09 17:02:01,6.26,23.54,41.75,68.69,4,fp32,unanimous,datasets/imagenette2-320/val/n02102040/n02102040_332.JPEG,English springer,English springer,True,0.2494,24.87,0.024
2026-08-09 17:02:02,4.55,27.41,41.05,68.69,4,fp32,unanimous,datasets/imagenette2-320/val/n02979186/n02979186_19412.JPEG,cassette player,cassette player,True,0.6009,18.62,0.026
2026-08-09 17:02:03,3.53,29.68,40.63,68.69,4,fp32,unanimous,datasets/imagenette2-320/val/n03394916/n03394916_51571.JPEG,French horn,French horn,True,0.9576,20.06,0.025
2026-08-09 17:02:04,4.48,31.05,40.38,68.67,4,fp32,unanimous,datasets/imagenette2-320/val/n03000684/n03000684_28711.JPEG,chain saw,chain saw,True,0.9911,18.77,0.027
2026-08-09 17:02:06,5.09,31.87,40.23,68.67,4,fp32,unanimous,datasets/imagenette2-320/val/n03000684/n03000684_10902.JPEG,chain saw,syringe,False,0.5531,28.21,0.023
2026-08-09 17:02:07,11.05,32.36,40.14,68.67,4,fp32,unanimous,datasets/imagenette2-320/val/n03425413/n03425413_16300.JPEG,gas pump,gas pump,True,0.8064,24.42,0.026
2026-08-09 17:02:08,8.19,32.7,40.08,68.67,4,fp32,unanimous,datasets/imagenette2-320/val/n03888257/n03888257_880.JPEG,parachute,snowmobile,False,0.4563,24.49,0.026
2026-08-09 17:02:09,5.71,32.86,40.05,68.65,4,fp32,unanimous,datasets/imagenette2-320/val/n03028079/n03028079_13311.JPEG,church,stupa,False,0.633,24.33,0.022
2026-08-09 17:02:10,6.63,32.96,40.03,68.65,4,fp32,unanimous,datasets/imagenette2-320/val/n02102040/n02102040_791.JPEG,English springer,whippet,False,0.459,19.48,0.024
