timestamp,cpu,ram,temperature,battery,health_score,model,decision_source,image_path,true_label,label,correct,confidence,latency_ms,decision_time_ms
2026-09-02 15:44:16,10.0,29.2,52.0,79.53,1.4136,fp32,linucb,datasets/imagenette2-320/val/n03417042/n03417042_5221.JPEG,garbage truck,garbage truck,True,0.7764,12.37,0.167
2026-09-02 15:44:17,10.4,29.22,52.0,79.53,1.3472,int8,linucb,datasets/imagenette2-320/val/n03445777/n03445777_490.JPEG,golf ball,golf ball,True,0.9219,2.81,0.393
2026-09-02 15:44:18,7.04,29.25,52.0,79.53,1.3455,int8,linucb,datasets/imagenette2-320/val/n02979186/n02979186_5280.JPEG,cassette player,microwave,False,0.1875,2.84,0.349
2026-09-02 15:44:19,5.02,29.27,52.0,79.53,1.3452,int8,linucb,datasets/imagenette2-320/val/n02102040/n02102040_332.JPEG,English springer,English springer,True,0.5234,2.81,0.352
2026-09-02 15:44:20,3.81,29.28,52.0,79.53,1.3452,fp32,linucb,datasets/imagenette2-320/val/n02979186/n02979186_19412.JPEG,cassette player,cassette player,True,0.6009,12.31,0.369
2026-09-02 15:44:21,3.09,29.33,51.6,79.53,1.2171,fp32,linucb,datasets/imagenette2-320/val/n03394916/n03394916_51571.JPEG,French horn,French horn,True,0.9576,12.3,0.361
2026-09-02 15:44:22,3.41,29.36,51.76,79.53,-0.2563,int8,vote_int8,datasets/imagenette2-320/val/n03000684/n03000684_28711.JPEG,chain saw,chain saw,True,0.9805,2.84,0.131
2026-09-02 15:44:23,3.65,29.33,51.86,79.53,1.2144,int8,linucb,datasets/imagenette2-320/val/n03000684/n03000684_10902.JPEG,chain saw,chain saw,True,0.2188,3.57,0.363
2026-09-02 15:44:24,3.71,29.36,51.11,79.53,1.2121,int8,linucb,datasets/imagenette2-320/val/n03425413/n03425413_16300.JPEG,gas pump,gas pump,True,0.7344,9.86,0.335
2026-09-02 15:44:25,3.03,29.38,51.07,79.53,1.2121,fp32,linucb,datasets/imagenette2-320/val/n03888257/n03888257_880.JPEG,parachute,snowmobile,False,0.4563,12.3,0.375
2026-09-02 15:44:26,3.42,29.39,50.64,79.53,1.1242,fp32,linucb,datasets/imagenette2-320/val/n03028079/n03028079_13311.JPEG,church,stupa,False,0.633,14.35,0.119
