timestamp,cpu,ram,temperature,battery,health_score,model,decision_source,image_path,true_label,label,correct,confidence,latency_ms,decision_time_ms
2026-09-02 16:02:37,4.0,29.4,48.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03394916/n03394916_16212.JPEG,French horn,French horn,True,0.9023,5.76,0
2026-09-02 16:02:38,2.0,29.4,48.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03417042/n03417042_8891.JPEG,garbage truck,garbage truck,True,0.9531,2.82,0
2026-09-02 16:02:40,2.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03888257/n03888257_32682.JPEG,parachute,parachute,True,0.875,6.6,0
2026-09-02 16:02:41,4.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03000684/n03000684_4271.JPEG,chain saw,scuba diver,False,0.2109,2.87,0
2026-09-02 16:02:43,2.0,29.4,48.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03000684/n03000684_10690.JPEG,chain saw,chain saw,True,0.2383,2.86,0
2026-09-02 16:02:45,3.9,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03445777/n03445777_15810.JPEG,golf ball,golf ball,True,0.7305,2.84,0
2026-09-02 16:02:46,2.0,29.4,48.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03888257/n03888257_9640.JPEG,parachute,parachute,True,0.918,2.84,0
2026-09-02 16:02:48,2.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03417042/n03417042_19472.JPEG,garbage truck,garbage truck,True,0.7539,2.85,0
2026-09-02 16:02:49,2.0,29.4,47.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03394916/n03394916_47462.JPEG,French horn,French horn,True,0.9375,2.83,0
2026-09-02 16:02:51,3.9,29.5,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03000684/n03000684_5970.JPEG,chain saw,chain saw,True,0.2734,2.83,0
2026-09-02 16:02:53,3.9,29.5,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03417042/n03417042_28832.JPEG,garbage truck,garbage truck,True,0.9453,2.83,0
2026-09-02 16:02:54,2.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03445777/n03445777_5222.JPEG,golf ball,golf ball,True,0.3047,8.58,0
2026-09-02 16:02:56,2.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03394916/n03394916_35292.JPEG,French horn,French horn,True,0.9766,2.84,0
2026-09-02 16:02:57,2.0,29.4,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03425413/n03425413_691.JPEG,gas pump,parking meter,False,0.1523,7.41,0
2026-09-02 16:02:59,2.0,29.4,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03000684/n03000684_17132.JPEG,chain saw,solar dish,False,0.2344,2.84,0
2026-09-02 16:03:01,2.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03425413/n03425413_8801.JPEG,gas pump,gas pump,True,0.1562,2.84,0
2026-09-02 16:03:02,2.0,29.4,46.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n02102040/n02102040_3691.JPEG,English springer,English springer,True,0.7539,2.84,0
2026-09-02 16:03:04,3.9,29.3,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03417042/n03417042_6050.JPEG,garbage truck,garbage truck,True,0.4805,7.35,0
2026-09-02 16:03:05,3.8,29.4,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03445777/n03445777_16360.JPEG,golf ball,golf ball,True,0.6016,6.95,0
2026-09-02 16:03:07,2.0,29.3,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03394916/n03394916_47211.JPEG,French horn,bassoon,False,0.6758,2.82,0
2026-09-02 16:03:09,2.0,29.3,45.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03888257/n03888257_46870.JPEG,parachute,parachute,True,0.7969,2.83,0
2026-09-02 16:03:10,3.9,29.3,48.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03445777/n03445777_18292.JPEG,golf ball,golf ball,True,0.9297,2.85,0
2026-09-02 16:03:12,100.0,29.6,96.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03417042/n03417042_6602.JPEG,garbage truck,garbage truck,True,0.7539,5.49,0
2026-09-02 16:03:13,100.0,29.6,95.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03888257/n03888257_30042.JPEG,parachute,parachute,True,0.8867,7.6,0
2026-09-02 16:03:15,100.0,29.6,92.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n01440764/n01440764_1980.JPEG,tench,potter's wheel,False,0.5078,7.86,0
2026-09-02 16:03:17,100.0,29.6,91.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03028079/n03028079_5261.JPEG,church,monastery,False,0.7227,10.12,0
2026-09-02 16:03:18,100.0,29.6,96.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03425413/n03425413_12962.JPEG,gas pump,cash machine,False,0.3906,10.46,0
2026-09-02 16:03:20,100.0,29.6,90.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03888257/n03888257_7331.JPEG,parachute,parachute,True,0.793,9.87,0
2026-09-02 16:03:21,100.0,29.6,95.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n02979186/n02979186_5280.JPEG,cassette player,microwave,False,0.1875,7.51,0
2026-09-02 16:03:23,100.0,29.6,95.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03445777/n03445777_882.JPEG,golf ball,hair slide,False,0.1953,10.5,0
2026-09-02 16:03:25,100.0,29.6,94.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n02102040/n02102040_3532.JPEG,English springer,German short-haired pointer,False,0.6523,11.09,0
2026-09-02 16:03:26,100.0,29.7,93.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03888257/n03888257_72982.JPEG,parachute,parachute,True,0.8945,6.3,0
2026-09-02 16:03:28,100.0,29.6,94.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n02979186/n02979186_5031.JPEG,cassette player,cassette player,True,0.5859,7.12,0
2026-09-02 16:03:29,100.0,29.6,96.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n02102040/n02102040_6232.JPEG,English springer,English setter,False,0.0586,10.04,0
2026-09-02 16:03:31,100.0,29.6,92.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03028079/n03028079_9320.JPEG,church,bell cote,False,0.8398,8.28,0
2026-09-02 16:03:33,100.0,29.6,96.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n01440764/n01440764_9811.JPEG,tench,tench,True,0.9336,6.25,0
2026-09-02 16:03:34,100.0,29.6,95.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03445777/n03445777_7580.JPEG,golf ball,plunger,False,0.4648,7.69,0
2026-09-02 16:03:36,100.0,29.5,94.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03394916/n03394916_33902.JPEG,French horn,cornet,False,0.5117,10.26,0
2026-09-02 16:03:37,100.0,29.5,94.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03028079/n03028079_28302.JPEG,church,church,True,0.9102,11.36,0
2026-09-02 16:03:39,100.0,29.6,94.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n03000684/n03000684_15950.JPEG,chain saw,croquet ball,False,0.125,7.9,0
2026-09-02 16:03:40,100.0,29.5,94.0,79.53,0,int8,algo,datasets/imagenette2-320/val/n02979186/n02979186_15401.JPEG,cassette player,cassette player,True,0.3984,10.74,0
