timestamp,input_id,cpu_raw_before,cpu_ema_before,mem_raw_before,mem_ema_before,temp_before,cpu_raw_after,cpu_ema_after,mem_raw_after,mem_ema_after,temp_after,chosen_action,model_used,predicted_class,label,confidence,latency_ms,ground_truth,reward
1783698962.604211,0,4.1,4.1,49.1,49.1,53.85,1.0,3.1699999999999995,49.1,49.099999999999994,53.85,0,fp32,0,tench,0.762,11.18,tench,0.8882
1783698965.865326,1,10.2,5.278999999999999,49.1,49.099999999999994,53.85,7.1,5.825299999999999,49.1,49.099999999999994,53.85,0,fp32,0,tench,0.8943,7.38,tench,0.9262
1783698969.1370955,2,3.0,4.977709999999998,49.1,49.099999999999994,53.85,2.5,4.234396999999999,49.1,49.099999999999994,53.85,0,fp32,0,tench,0.9366,10.31,tench,0.8969
1783698972.4083188,3,3.5,4.014077899999999,48.9,49.03999999999999,53.85,3.0,3.7098545299999994,48.9,48.99799999999999,53.85,0,fp32,0,tench,0.9557,7.56,tench,0.9244
1783698975.681364,4,5.1,4.126898170999999,48.7,48.90859999999999,53.85,3.5,3.938828719699999,48.7,48.84601999999999,53.85,0,fp32,0,tench,0.8085,8.02,tench,0.9198
1783698978.9547658,5,4.6,4.13718010379,48.7,48.80221399999999,53.85,2.5,3.6460260726529996,48.7,48.77154979999999,53.85,0,fp32,217,English springer,0.2901,10.38,English springer,0.8962
1783698982.2218504,6,3.0,3.4522182508570993,31.3,43.53008485999999,53.85,5.1,3.946552775599969,25.9,38.24105940199999,53.85,0,fp32,217,English springer,0.3843,7.32,English springer,0.9268
1783698985.4735093,7,8.6,5.3425869429199775,31.2,36.12874158139999,54.85,7.7,6.0498108600439835,31.5,34.74011910697999,54.85,0,fp32,217,English springer,0.0751,7.16,English springer,0.9284
1783698988.7510817,8,4.1,5.464867602030788,30.7,33.52808337488599,54.85,3.5,4.875407321421552,30.7,32.67965836242019,54.85,0,fp32,215,Brittany spaniel,0.1431,11.64,English springer,-0.1164
1783698992.0318825,9,4.1,4.642785124995085,31.1,32.20576085369413,54.85,2.5,3.9999495874965594,31.1,31.874032597585888,54.85,0,fp32,217,English springer,0.5382,8.96,English springer,0.9104
1783698995.2964025,10,9.1,5.529964711247592,32.3,32.00182281831012,54.85,10.1,6.900975297873314,32.4,32.12127597281708,54.85,0,fp32,482,cassette player,0.5997,9.08,cassette player,0.9092
1783698998.5782862,11,2.5,5.580682708511319,32.8,32.324893180971955,54.85,2.0,4.506477895957923,32.8,32.46742522668036,54.85,0,fp32,848,tape player,0.7176,9.2,cassette player,-0.092
1783699001.8486302,12,9.6,6.034534527170546,33.8,32.867197658676254,54.85,6.1,6.054174169019382,33.9,33.17703836107338,54.85,0,fp32,482,cassette player,0.5429,8.56,cassette player,0.9144
1783699005.1123636,13,4.0,5.437921918313568,33.7,33.33392685275137,54.85,5.6,5.486545342819497,33.6,33.41374879692596,54.85,0,fp32,482,cassette player,0.1619,7.72,cassette player,0.9228
1783699008.389921,14,1.0,4.140581739973648,33.5,33.439624157848165,54.85,0.0,2.8984072179815534,33.5,33.457736910493715,54.85,0,fp32,818,spotlight,0.4148,9.24,cassette player,-0.09240000000000001
1783699011.6506464,15,5.1,3.558885052587087,33.3,33.410415837345596,54.85,4.6,3.871219536810961,33.4,33.40729108614191,54.85,0,fp32,795,ski,0.2617,7.84,chain saw,-0.0784
1783699014.8862836,16,2.5,3.4598536757676723,33.3,33.37510376029934,54.85,6.1,4.25189757303737,33.3,33.35257263220953,54.85,0,fp32,491,chain saw,0.7581,7.26,chain saw,0.9274
1783699018.1645038,17,1.0,3.2763283011261586,33.0,33.24680084254667,54.85,1.0,2.5934298107883107,33.0,33.17276058978267,54.85,0,fp32,802,snowmobile,0.0861,7.4,chain saw,-0.07400000000000001
1783699021.438922,18,6.1,3.6454008675518175,33.0,33.120932412847864,54.85,2.5,3.301780607286272,33.0,33.0846526889935,54.85,0,fp32,491,chain saw,0.6289,9.22,chain saw,0.9077999999999999
1783699024.7217128,19,1.0,2.61124642510039,32.7,32.96925688229545,54.85,1.0,2.127872497570273,32.7,32.888479817606814,54.85,0,fp32,491,chain saw,0.3559,8.4,chain saw,0.916
1783699027.9888253,20,4.5,2.839510748299191,32.6,32.80193587232477,54.85,4.1,3.217657523809433,32.7,32.77135511062734,54.85,0,fp32,554,fireboat,0.1381,9.55,church,-0.09550000000000002
1783699031.2739255,21,1.5,2.702360266666603,32.8,32.779948577439136,54.85,1.0,2.191652186666622,32.8,32.78596400420739,54.85,0,fp32,663,monastery,0.3477,12.93,church,-0.1293
1783699034.551632,22,1.0,1.8341565306666354,26.0,30.750174802945175,54.85,1.0,1.5839095714666447,26.0,29.32512236206162,54.85,0,fp32,497,church,0.518,7.92,church,0.9208
1783699037.8346367,23,0.0,1.1087367000266513,25.9,28.297585653443132,54.85,0.5,0.9261156900186559,25.9,27.57830995741019,54.85,0,fp32,406,altar,0.7162,7.95,church,-0.0795
1783699041.1137135,24,1.0,0.9482809830130592,25.8,27.044816970187135,54.85,0.0,0.6637966881091414,25.8,26.671371879130994,54.85,0,fp32,884,vault,0.1841,9.62,church,-0.0962
1783699044.395542,25,0.0,0.4646576816763989,25.6,26.349960315391694,54.85,0.5,0.47526037717347924,25.7,26.154972220774184,54.85,0,fp32,729,plate rack,0.1872,8.87,French horn,-0.08869999999999999
1783699047.6743782,26,0.0,0.33268226402143547,25.6,25.988480554541926,54.85,0.5,0.3828775848150048,25.6,25.871936388179346,54.85,0,fp32,691,oxygen mask,0.1954,11.6,French horn,-0.11599999999999999
1783699050.9511702,27,0.5,0.4180143093705033,25.6,25.79035547172554,54.85,0.5,0.4426100165593523,25.6,25.733248830207877,54.85,0,fp32,566,French horn,0.9461,8.77,French horn,0.9123
1783699054.2298155,28,0.5,0.4598270115915466,25.6,25.69327418114551,54.85,0.0,0.3218789081140826,25.6,25.665291926801856,54.85,0,fp32,875,trombone,0.2696,7.97,French horn,-0.0797
1783699057.5053353,29,0.0,0.2253152356798578,25.6,25.6457043487613,54.85,0.5,0.30772066497590045,25.6,25.63199304413291,54.85,0,fp32,513,cornet,0.2775,9.01,French horn,-0.0901
1783699060.7848358,30,0.0,0.2154044654831303,25.6,25.622395130893036,54.85,0.5,0.3007831258381912,25.6,25.615676591625125,54.85,0,fp32,867,trailer truck,0.5809,9.88,garbage truck,-0.09880000000000001
1783699064.0600035,31,1.0,0.5105481880867339,25.6,25.610973614137585,54.85,0.0,0.3573837316607137,25.6,25.607681529896308,54.85,0,fp32,569,garbage truck,0.72,7.7,garbage truck,0.923
1783699067.3379273,32,3.5,1.3001686121624996,25.6,25.605377070927414,54.85,0.5,1.0601180285137497,25.6,25.60376394964919,54.85,0,fp32,675,moving van,0.513,7.7,garbage truck,-0.077
1783699070.6129022,33,0.0,0.7420826199596248,25.6,25.60263476475443,54.85,0.0,0.5194578339717373,25.6,25.6018443353281,54.85,0,fp32,569,garbage truck,0.7944,8.68,garbage truck,0.9132
1783699073.8892848,34,0.5,0.5136204837802161,25.6,25.60129103472967,54.85,0.5,0.5095343386461513,25.6,25.60090372431077,54.85,0,fp32,867,trailer truck,0.3995,8.34,garbage truck,-0.0834
1783699077.1655698,35,0.5,0.5066740370523058,25.6,25.600632607017538,54.85,2.5,1.104671825936614,25.6,25.600442824912275,54.85,0,fp32,571,gas pump,0.4306,8.14,gas pump,0.9186
1783699080.4437382,36,0.5,0.9232702781556298,25.6,25.60030997743859,54.85,0.5,0.7962891947089409,25.6,25.600216984207012,54.85,0,fp32,856,thresher,0.188,8.36,gas pump,-0.0836
1783699083.72055,37,0.5,0.7074024362962587,25.6,25.600151888944907,54.85,0.0,0.49518170540738105,25.6,25.600106322261432,54.85,0,fp32,706,patio,0.2122,8.51,gas pump,-0.0851
1783699086.9986234,38,1.0,0.6466271937851666,25.6,25.600074425583,54.85,0.0,0.4526390356496166,25.6,25.600052097908097,54.85,0,fp32,571,gas pump,0.2132,8.49,gas pump,0.9151
1783699090.2782786,39,1.0,0.6168473249547316,25.6,25.600036468535667,54.85,0.5,0.5817931274683121,25.6,25.600025527974964,54.85,0,fp32,453,bookcase,0.2548,9.97,gas pump,-0.09970000000000001
1783699093.5542283,40,0.0,0.40725518922781845,25.6,25.600017869582473,54.85,0.0,0.2850786324594729,25.6,25.600012508707728,54.85,0,fp32,772,safety pin,0.2579,9.38,golf ball,-0.09380000000000001
